id,name,country,type,description,phone,email,website,address,google_maps_url,lat,lng,services,languages,session_type,pricing,stakeholders,hours,verified,date_added
"yemen","مستشفى النُّهى للطب النفسي والإدمان","Yemen","Hospital","","+967 773 448 444","","","Alghuraf, Yemen","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89%20%D8%A7%D9%84%D9%86%D9%91%D9%8F%D9%87%D9%89%20%D9%84%D9%84%D8%B7%D8%A8%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%20%D9%88%D8%A7%D9%84%D8%A5%D8%AF%D9%85%D8%A7%D9%86&query_place_id=ChIJ87YuKX-_5j0RdMGlHY9Ngi4","15.9587138","48.9937428","","ar","Unknown","Unknown","","{day:Monday,hours:7 AM to 4 PM},{day:Tuesday,hours:7 AM to 4 PM},{day:Wednesday,hours:7 AM to 4 PM},{day:Thursday,hours:Closed},{day:Friday,hours:Closed},{day:Saturday,hours:7 AM to 4 PM},{day:Sunday,hours:7 AM to 4 PM}","FALSE","2026-04-17"
"yemen-cx7","مركز التنميه للإرشاد الأسري","Yemen","Hospital","","","","","75WG+JV7, Unnamed Road, Sanaa, Yemen","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%AA%D9%86%D9%85%D9%8A%D9%87%20%D9%84%D9%84%D8%A5%D8%B1%D8%B4%D8%A7%D8%AF%20%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D9%8A&query_place_id=ChIJiZGsqmDFAxYRYhdpvlvPrgw","15.2965482","44.1771669","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"yemen-ygusswp","YGUSSWP","Yemen","NGO","","+967 777 806 007","","http://ygusswp.org/","855W+MVG, Sanaa, Yemen","https://www.google.com/maps/search/?api=1&query=YGUSSWP&query_place_id=ChIJKYWGryfFAxYRnBGci-xOQwM","15.3091777","44.1971887","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 4 PM},{day:Tuesday,hours:9 AM to 4 PM},{day:Wednesday,hours:9 AM to 4 PM},{day:Thursday,hours:9 AM to 4 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 4 PM},{day:Sunday,hours:9 AM to 4 PM}","FALSE","2026-04-17"
"yemen-rtg","مركز الدعم النفسي - مؤسسة الرعاية النفسية التنموية","Yemen","Clinic","","","","","X58Q+XM5, Ibb, Yemen","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%AF%D8%B9%D9%85%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%20-%20%D9%85%D8%A4%D8%B3%D8%B3%D8%A9%20%D8%A7%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AA%D9%86%D9%85%D9%88%D9%8A%D8%A9&query_place_id=ChIJ11IskLLpHBYRPZiHsEHtaCU","13.9673894","44.1892477","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"yemen-al-amal-mental-hospital","Al Amal Mental Hospital","Yemen","Hospital","","+967 1 502 222","","","86Q8+Q2M, Sanaa, Yemen","https://www.google.com/maps/search/?api=1&query=Al%20Amal%20Mental%20Hospital&query_place_id=ChIJYzR0dPzaAxYRP-jbf93CZpk","15.3393461","44.2144098","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"yemen-handicap-international-yemen-office","Handicap International Yemen office","Yemen","NGO","","+967 739 716 669","","http://www.handicap-international.us/","856X+6P5, 6th St, Sanaa, Yemen","https://www.google.com/maps/search/?api=1&query=Handicap%20International%20Yemen%20office&query_place_id=ChIJec_RHMzEAxYR-Bo4Hz-E4do","15.310505","44.1993644","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4:30 PM},{day:Tuesday,hours:8 AM to 4:30 PM},{day:Wednesday,hours:8 AM to 4:30 PM},{day:Thursday,hours:8 AM to 4:30 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:8 AM to 4:30 PM}","FALSE","2026-04-17"
"yemen-rieayti-psychiatric-care-center","Rieayti psychiatric care center","Yemen","Hospital","","+967 713 333 630","","","7G Street صنعاء,شارع حدة , الحي السياسي, خلف التوفير هايبر بجوار السفارة العراقية, Yemen","https://www.google.com/maps/search/?api=1&query=Rieayti%20psychiatric%20care%20center&query_place_id=ChIJmVy-cYjbAxYRC16LN-OmWBY","15.3245791","44.1968982","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"yemen-x1a","مؤسسة ذاتي للاستشارات النفسية و التدريب","Yemen","Hospital","","+967 773 703 838","","https://sites.google.com/d/1FgiM2Xid6e5bW4DRUUuHyz1Lv7n53dVh/p/1Pj-6n9vKuvLD90mOR6saNBVVWdq2Qxmx/edit","X52G+HG5, Ibb, Yemen","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%A4%D8%B3%D8%B3%D8%A9%20%D8%B0%D8%A7%D8%AA%D9%8A%20%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20%D9%88%20%D8%A7%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8&query_place_id=ChIJjc3KGF_pHBYRJDiLbKUvJLM","13.9514268","44.1763726","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 1 PM},{day:Tuesday,hours:8 AM to 1 PM},{day:Wednesday,hours:8 AM to 1 PM},{day:Thursday,hours:8 AM to 1 PM},{day:Friday,hours:Closed},{day:Saturday,hours:8 AM to 1 PM},{day:Sunday,hours:8 AM to 1 PM}","FALSE","2026-04-17"
"yemen-human-care-ye","Human Care ye","Yemen","NGO","","+967 775 004 500","","https://humancareye.com/","85RV+5HF, Sanaa, Yemen","https://www.google.com/maps/search/?api=1&query=Human%20Care%20ye&query_place_id=ChIJeVcLAa_bAxYRxE877fDS2M8","15.3404296","44.1939291","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 4 PM},{day:Tuesday,hours:9 AM to 4 PM},{day:Wednesday,hours:9 AM to 4 PM},{day:Thursday,hours:9 AM to 4 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 4 PM},{day:Sunday,hours:9 AM to 4 PM}","FALSE","2026-04-17"
"yemen-hope-links","HOPE LINKS","Yemen","Clinic","","+967 770 676 415","","","X5GG+CGV، اليمن_إب, Yemen","https://www.google.com/maps/search/?api=1&query=HOPE%20LINKS&query_place_id=ChIJG7YoFHzpHBYR3ZsLbb8WDpk","13.9761049","44.176292","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"yemen-who-world-health-organization","منظمة الصحة العالمية WHO World Health Organization","Yemen","NGO","","+967 774 864 010","","","نواكشوط، Yemen","https://www.google.com/maps/search/?api=1&query=%D9%85%D9%86%D8%B8%D9%85%D8%A9%20%D8%A7%D9%84%D8%B5%D8%AD%D8%A9%20%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9%20WHO%20World%20Health%20Organization&query_place_id=ChIJI132omDbAxYR7S6WLgFEtVU","15.3372498","44.1756509","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 3 PM},{day:Tuesday,hours:8 AM to 3 PM},{day:Wednesday,hours:8 AM to 3 PM},{day:Thursday,hours:8 AM to 3 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"kuwait-kuwait-center-for-mental-health","Kuwait Center For Mental Health","Kuwait","Clinic","","","","","Kuwait","https://www.google.com/maps/search/?api=1&query=Kuwait%20Center%20For%20Mental%20Health&query_place_id=ChIJCbXWeyaQzz8RUbYHoMSaYnk","29.3153","47.89418","","ar,en","Unknown","Unknown","","","FALSE","2026-04-17"
"kuwait-kuwait-counseling-center","Kuwait Counseling Center","Kuwait","Clinic","","+965 2535 6444","","https://www.kuwaitcounseling.com/","Al Hamra Tower & Mall, 14A Al-Shuhada St, Kuwait City, Kuwait","https://www.google.com/maps/search/?api=1&query=Kuwait%20Counseling%20Center&query_place_id=ChIJw54wKe2Fzz8RHHt-onLV4rY","29.3792098","47.9932896","","ar,en","Unknown","Unknown","","{day:Monday,hours:9 AM to 9 PM},{day:Tuesday,hours:9 AM to 9 PM},{day:Wednesday,hours:9 AM to 9 PM},{day:Thursday,hours:9 AM to 9 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:9 AM to 9 PM}","FALSE","2026-04-17"
"lebanon-embrace","Embrace","Lebanon","NGO","","+961 1 346 226","","http://www.embracelebanon.org/","Beirut, Lebanon","https://www.google.com/maps/search/?api=1&query=Embrace&query_place_id=ChIJnbT7tRIXHxURKKbhZOa7WVQ","33.8959258","35.4852649","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"lebanon-idraac-institute-for-development-research-advocacy-a","(IDRAAC) Institute for Development, Research, Advocacy and Applied Care","Lebanon","Clinic","","+961 1 583 583","","http://www.idraac.org/","Achrafieh, St. George Hospital Street, Beirut, Lebanon","https://www.google.com/maps/search/?api=1&query=(IDRAAC)%20Institute%20for%20Development%2C%20Research%2C%20Advocacy%20and%20Applied%20Care&query_place_id=ChIJRwYHtIoXHxUR7oRtOZondKs","33.8937867","35.5235474","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"lebanon-mind-mend-lebanese-association-for-mental-health-awa","Mind Mend - Lebanese Association for Mental Health Awareness","Lebanon","NGO","","+961 3 223 666","","https://www.mindmend.ngo/","Abi Habib, Chaaya & Azar Building, Pierre Amine Gemayel, Jdeideh, 2nd floor, Beirut 1003, Lebanon","https://www.google.com/maps/search/?api=1&query=Mind%20Mend%20-%20Lebanese%20Association%20for%20Mental%20Health%20Awareness&query_place_id=ChIJh3hZSV8XHxURe95WDUk5N4M","33.8886704","35.5643414","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 6 PM},{day:Tuesday,hours:9 AM to 6 PM},{day:Wednesday,hours:9 AM to 6 PM},{day:Thursday,hours:9 AM to 6 PM},{day:Friday,hours:9 AM to 6 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"lebanon-skoun-lebanese-addictions-center","Skoun Lebanese Addictions center","Lebanon","Clinic","","+961 1 845 512","","http://www.skoun.org/","Rafik Hariri University Hospital, Auxiliary Villa 3, Lebanon","https://www.google.com/maps/search/?api=1&query=Skoun%20Lebanese%20Addictions%20center&query_place_id=ChIJ13utRQsXHxURZ22YYxz-pyM","33.8634349","35.4910482","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"lebanon-mindscope","MindScope","Lebanon","Clinic","","+961 1 819 607","","","VGH2+H4C, Beirut, Lebanon","https://www.google.com/maps/search/?api=1&query=MindScope&query_place_id=ChIJNQGyJxYXHxURxPwA0zRe3-8","33.878944","35.5002602","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 7 PM},{day:Tuesday,hours:9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 7 PM},{day:Friday,hours:9 AM to 7 PM},{day:Saturday,hours:9 AM to 7 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"libya-clinica-sai-care-psychological-care","Clinica Sai Care Psychological Care","Libya","Hospital","","+218 91-1777500","","https://www.facebook.com/psycareclinic/","Tripoli, Libya","https://www.google.com/maps/search/?api=1&query=Clinica%20Sai%20Care%20Psychological%20Care&query_place_id=ChIJQ8ZAuQeSqBMRJW4g8Hs3p_M","32.9064365","13.2564345","","ar,fr","Unknown","Unknown","","{day:Monday,hours:8 AM to 10 PM},{day:Tuesday,hours:8 AM to 10 PM},{day:Wednesday,hours:8 AM to 10 PM},{day:Thursday,hours:8 AM to 10 PM},{day:Friday,hours:8 AM to 10 PM},{day:Saturday,hours:8 AM to 10 PM},{day:Sunday,hours:12 AM to 10 PM}","FALSE","2026-04-17"
"libya-razi-psychiatric-hospital","Razi psychiatric hospital","Libya","Hospital","","+218 21-4771900","","http://facebook.com/alrazihospital","V4GQ+432, Tripoli, Libya","https://www.google.com/maps/search/?api=1&query=Razi%20psychiatric%20hospital&query_place_id=ChIJN4odbP3sqBMRbmtcMY0tTZI","32.8752625","13.1376406","","ar,fr","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"morocco-morocco","Morocco","Morocco","Clinic","","","","","H7HW+C77، Morocco Mall, Casablanca, Morocco","https://www.google.com/maps/search/?api=1&query=Morocco&query_place_id=ChIJi1fCFQjVpw0RvvFjN2X618Q","33.5785322","-7.7043174","","ar,fr","Unknown","Unknown","","","FALSE","2026-04-17"
"morocco-olive-hill-clinique","Olive Hill Clinique","Morocco","Clinic","","+212 6 61 56 62 75","","https://www.olivehillclinic.com/","Oumnass, Morocco","https://www.google.com/maps/search/?api=1&query=Olive%20Hill%20Clinique&query_place_id=ChIJYW6GbgDhrw0RMSnPd8oWODs","31.4163746","-8.079866","","ar,fr","Unknown","Unknown","","{day:Monday,hours:8:30 AM to 5 PM},{day:Tuesday,hours:8:30 AM to 5 PM},{day:Wednesday,hours:8:30 AM to 5 PM},{day:Thursday,hours:8:30 AM to 5 PM},{day:Friday,hours:8:30 AM to 5 PM},{day:Saturday,hours:8:30 AM to 5 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"morocco-clinique-notre-dame","Clinique Notre-Dame","Morocco","Clinic","","+212 5 22 47 34 53","","http://cliniquedesjardins.com/","206 Av. Mers Sultan, Casablanca 20250, Morocco","https://www.google.com/maps/search/?api=1&query=Clinique%20Notre-Dame&query_place_id=ChIJZRuSSZ_Spw0RdnaN10W5D58","33.5841974","-7.6157409","","ar,fr","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"morocco-h-pital-psychiatrique-ar-razi","Hôpital Psychiatrique Ar-razi","Morocco","Hospital","","+212 5 37 67 64 64","","","Av. Ibn Rochd, Salé, Morocco","https://www.google.com/maps/search/?api=1&query=H%C3%B4pital%20Psychiatrique%20Ar-razi&query_place_id=ChIJ433pDuprpw0R4gpPsTSlgo4","34.0370007","-6.8126099","","ar,fr","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"morocco-clinique-villa-des-lilas","CLINIQUE VILLA DES LILAS","Morocco","Clinic","","+212 5 22 77 41 70","","https://villadeslilas.ma/","H86X+45R, Bd des Clubs, Casablanca 20250, Morocco","https://www.google.com/maps/search/?api=1&query=CLINIQUE%20VILLA%20DES%20LILAS&query_place_id=ChIJQ6nAkknTpw0RQWbSz5WgWG0","33.5603032","-7.6522823","","ar,fr","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"libya-11-20","مركز رنوة للخدمات النفسية و التربوية(11يوليو 20رمضان)","Libya","Clinic","","+218 94-4501715","","","20th Ramadan Rd, Libya","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%B1%D9%86%D9%88%D8%A9%20%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20%D9%88%20%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D9%88%D9%8A%D8%A9(11%D9%8A%D9%88%D9%84%D9%8A%D9%88%2020%D8%B1%D9%85%D8%B6%D8%A7%D9%86)&query_place_id=ChIJicXjnmqTqBMRahqoQ3zG3BQ","32.8976259","13.2448394","","ar,fr","Unknown","Unknown","","{day:Monday,hours:9 AM to 7 PM},{day:Tuesday,hours:9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 7 PM},{day:Sunday,hours:9 AM to 7 PM}","FALSE","2026-04-17"
"morocco-jood-association","JOOD association","Morocco","NGO","","+212 5 22 82 60 83","","http://www.jood.ma/","26 Rue l'Hérault, Casablanca 20250, Morocco","https://www.google.com/maps/search/?api=1&query=JOOD%20association&query_place_id=ChIJrxjKxWjNpw0R3AFxtUpNENo","33.5569478","-7.6145115","","ar,fr","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17"
"oman-whispers-of-serenity-clinic","Whispers of Serenity Clinic","Oman","Clinic","","+968 9935 9779","","https://whispers-of-serenity.com/","18 November Street Azaiba Way No. 6848 Villa No. 3086 A، 103, Oman","https://www.google.com/maps/search/?api=1&query=Whispers%20of%20Serenity%20Clinic&query_place_id=ChIJU51raPz_kT4RoT519XbwbCo","23.6004777","58.35517","","ar,en","Unknown","Unknown","","{day:Monday,hours:9:30 AM to 2 PM, 3 to 8 PM},{day:Tuesday,hours:9:30 AM to 2 PM, 3 to 8 PM},{day:Wednesday,hours:9:30 AM to 2 PM, 3 to 8 PM},{day:Thursday,hours:9:30 AM to 2 PM, 3 to 8 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:9:30 AM to 2 PM, 3 to 8 PM}","FALSE","2026-04-17"
"oman-oasis-of-hope-counselling-center","Oasis of Hope Counselling Center","Oman","Clinic","","+968 9177 9738","","http://oasisofhopeoman.com/","Shatti al Qurum مسقط OM، 112, Oman","https://www.google.com/maps/search/?api=1&query=Oasis%20of%20Hope%20Counselling%20Center&query_place_id=ChIJlUQy28j_kT4RjVRTCN-a70A","23.6037611","58.448955","","ar,en","Unknown","Unknown","","{day:Monday,hours:10 AM to 7 PM},{day:Tuesday,hours:10 AM to 7 PM},{day:Wednesday,hours:10 AM to 7 PM},{day:Thursday,hours:10 AM to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:10 AM to 7 PM}","FALSE","2026-04-17"
"oman-al-harub-medical-centre","Al Harub Medical Centre مركز الحارب الطبي","Oman","Hospital","","+968 24 600750","","http://alharubmedical.com/","Road Sarooj House 2264، Way, 2830 Al Kharjiyah St, Muscat, Oman","https://www.google.com/maps/search/?api=1&query=Al%20Harub%20Medical%20Centre%20%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%A8%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A&query_place_id=ChIJI0ChxLT4kT4R0qYGEPMPpms","23.611443","58.460683","","ar,en","Unknown","Unknown","","{day:Monday,hours:9 AM to 7 PM},{day:Tuesday,hours:9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 1 PM},{day:Sunday,hours:9 AM to 7 PM}","FALSE","2026-04-17"
"oman-sjmc-mind-body-clinic","SJMC Mind&body Clinic","Oman","Clinic","","+968 9339 4295","","http://www.sjmcoman.net/","9214 mazoon street السيب‎ OM، 908, Oman","https://www.google.com/maps/search/?api=1&query=SJMC%20Mind%26body%20Clinic&query_place_id=ChIJ4Qhd3nL9jT4RkY9lu1QSnKs","23.6108898","58.2429015","","ar,en","Unknown","Unknown","","{day:Monday,hours:9 AM to 8 PM},{day:Tuesday,hours:9 AM to 8 PM},{day:Wednesday,hours:9 AM to 8 PM},{day:Thursday,hours:9 AM to 8 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 1 PM},{day:Sunday,hours:9 AM to 8 PM}","FALSE","2026-04-17"
"oman-beautiful-mind-clinic","Beautiful Mind Clinic","Oman","Clinic","","+968 9130 2313","","http://beautifulmindoman.com/","بناية واحة القرم, Sayh Al Malih St, Muscat, Oman","https://www.google.com/maps/search/?api=1&query=Beautiful%20Mind%20Clinic&query_place_id=ChIJwypGiIz4kT4RUCQxIPOZ8OI","23.6207416","58.5022709","","ar,en","Unknown","Unknown","","{day:Monday,hours:4 to 7 PM},{day:Tuesday,hours:4 to 7 PM},{day:Wednesday,hours:4 to 7 PM},{day:Thursday,hours:4 to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:4 to 7 PM},{day:Sunday,hours:4 to 7 PM}","FALSE","2026-04-17"
"oman-eunoia-clinic-mental-health-services","Eunoia Clinic - Mental Health Services ( عيادة يونويا للصحة النفسية)","Oman","Clinic","","+968 24 121188","","https://eunoiaclinic.com/","First Tower - 2nd Floor Way 6829 Al Athaiba, Muscat, Oman","https://www.google.com/maps/search/?api=1&query=Eunoia%20Clinic%20-%20Mental%20Health%20Services%20(%20%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9%20%D9%8A%D9%88%D9%86%D9%88%D9%8A%D8%A7%20%D9%84%D9%84%D8%B5%D8%AD%D8%A9%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9)&query_place_id=ChIJSbuUut8Bjj4RosVphuH5CIw","23.6015709","58.3501005","","ar,en","Unknown","Unknown","","{day:Monday,hours:9:30 AM to 6 PM},{day:Tuesday,hours:9:30 AM to 6 PM},{day:Wednesday,hours:9:30 AM to 6 PM},{day:Thursday,hours:9:30 AM to 6 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:9:30 AM to 6 PM}","FALSE","2026-04-17"
"oman-top-medical-care","Top Medical Care / مركز القمة للرعاية الطبية","Oman","Clinic","","+968 9582 8250","","https://topmedicsmuscat.com/","Road No 53, Psychology clinic, Al Khoudh St, Seeb, Oman","https://www.google.com/maps/search/?api=1&query=Top%20Medical%20Care%20%2F%20%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D9%82%D9%85%D8%A9%20%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9&query_place_id=ChIJ5bVBOr_9jT4Rv-IaYgYpFtU","23.6023473","58.1593823","","ar,en","Unknown","Unknown","","{day:Monday,hours:9 AM to 1 PM, 5 to 9 PM},{day:Tuesday,hours:9 AM to 1 PM, 5 to 9 PM},{day:Wednesday,hours:9 AM to 1 PM, 5 to 9 PM},{day:Thursday,hours:9 AM to 1 PM, 5 to 9 PM},{day:Friday,hours:Closed},{day:Saturday,hours:5 to 9 PM},{day:Sunday,hours:9 AM to 1 PM, 5 to 9 PM}","FALSE","2026-04-17"
"oman-al-harub-medical-centre-96f","Al Harub Medical Centre","Oman","Clinic","","+968 7150 0095","","https://www.alharubmedical.com/","Way No.1958, Building no. 4492, Al Janubiyya, 118, Oman","https://www.google.com/maps/search/?api=1&query=Al%20Harub%20Medical%20Centre&query_place_id=ChIJ_X-gRAD9jT4RnBZxtJqhhmg","23.6138465","58.2167879","","ar,en","Unknown","Unknown","","{day:Monday,hours:9 AM to 7 PM},{day:Tuesday,hours:9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 1 PM},{day:Sunday,hours:9 AM to 7 PM}","FALSE","2026-04-17"
"oman-sa3eed-health-counseling","سَعيد للإستشارات النفسية | Sa3eed Health Counseling","Oman","Clinic","","","","","Al Batenah St, Muscat 112, Oman","https://www.google.com/maps/search/?api=1&query=%D8%B3%D9%8E%D8%B9%D9%8A%D8%AF%20%D9%84%D9%84%D8%A5%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20%7C%20Sa3eed%20Health%20Counseling&query_place_id=ChIJ6-PP1PH5kT4RBkXISAeeqrQ","23.6194024","58.4973627","","ar,en","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"oman","مطرح","Oman","Clinic","","","","","HHV5+3HG, 4412 Way, مسقط،، Oman","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B1%D8%AD&query_place_id=ChIJiVauo9H3kT4R5n5jmbisl9s","23.6156431","58.551271","","ar,en","Unknown","Unknown","","","FALSE","2026-04-17"
"oman-malath-clinic","Malath Clinic","Oman","Clinic","","+968 9497 7755","","https://www.instagram.com/malathclinic/?hl=ar","Street P.B. 579, Muscat 115, Oman","https://www.google.com/maps/search/?api=1&query=Malath%20Clinic&query_place_id=ChIJz0bXkxUBjj4RuCG9ng480-Y","23.5377102","58.3506835","","ar,en","Unknown","Unknown","","{day:Monday,hours:10 AM to 7 PM},{day:Tuesday,hours:10 AM to 7 PM},{day:Wednesday,hours:10 AM to 7 PM},{day:Thursday,hours:10 AM to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:10 AM to 7 PM}","FALSE","2026-04-17"
