scrape_id,query,country,name,category,address,phone,website,email,lat,lng,google_maps_url,rating,reviews_count,hours,approved,notes
"ChIJ56wBbuvJwoAR9E7R12HJbUk","mental health hotline crisis helpline Palestine","Palestine","Coalition of Mental Health Professionals","Non-profit organization","9219 S Broadway, Los Angeles, CA 90003","(323) 777-3120","https://locator.lacounty.gov/lac/Location/3178685/coalition-of-mental-health-professionals-inc","","33.9517818","-118.278001","https://www.google.com/maps/search/?api=1&query=Coalition%20of%20Mental%20Health%20Professionals&query_place_id=ChIJ56wBbuvJwoAR9E7R12HJbUk","3.6","10","[{""day"":""Monday"",""hours"":""10 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 7 PM""},{""day"":""Thursday"",""hours"":""10 AM to 7 PM""},{""day"":""Friday"",""hours"":""10 AM to 7 PM""},{""day"":""Saturday"",""hours"":""10 AM to 1 PM""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJtZTFkH3HwoARNd1Y1HywvZk","mental health hotline crisis helpline Palestine","Palestine","LA Serenity Springs Helpline - Mental Health & Behavioral Treatment Specialists","Mental health clinic","1918 Riverside Dr #B, Los Angeles, CA 90039","(424) 359-1222","http://laserenity.website/","","34.097385","-118.247195","https://www.google.com/maps/search/?api=1&query=LA%20Serenity%20Springs%20Helpline%20-%20Mental%20Health%20%26%20Behavioral%20Treatment%20Specialists&query_place_id=ChIJtZTFkH3HwoARNd1Y1HywvZk","5","2","[{""day"":""Monday"",""hours"":""6 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""6 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""6 AM to 5 PM""},{""day"":""Thursday"",""hours"":""6 AM to 5 PM""},{""day"":""Friday"",""hours"":""6 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJXw6lPFD0gqERNKEVIlFe3YQ","NGO mental health Palestine","Palestine","Heal Palestine, Inc","Non-profit organization","","","https://www.healpalestine.org/","","46.423669","-129.9427086","https://www.google.com/maps/search/?api=1&query=Heal%20Palestine%2C%20Inc&query_place_id=ChIJXw6lPFD0gqERNKEVIlFe3YQ","5","13","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJOVReJkBTNIgRqBQ8fUMIHOM","NGO mental health Palestine","Palestine","Arc Human Services","Social services organization","111 W Pike St, Canonsburg, PA 15317","(724) 745-3010","http://www.archumanservices.org/","","40.2582751","-80.1889457","https://www.google.com/maps/search/?api=1&query=Arc%20Human%20Services&query_place_id=ChIJOVReJkBTNIgRqBQ8fUMIHOM","4","21","[{""day"":""Monday"",""hours"":""8 AM to 4 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 4 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 4 PM""},{""day"":""Thursday"",""hours"":""8 AM to 4 PM""},{""day"":""Friday"",""hours"":""8 AM to 4 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJ2X3VgFBFwokR87KLzFXkEbw","NGO mental health Palestine","Palestine","Arab American Association of New York","Non-profit organization","6803 5th Ave, Brooklyn, NY 11220","(718) 745-3523","http://www.arabamericanny.org/","","40.6339397","-74.0205946","https://www.google.com/maps/search/?api=1&query=Arab%20American%20Association%20of%20New%20York&query_place_id=ChIJ2X3VgFBFwokR87KLzFXkEbw","4.2","165","[{""day"":""Monday"",""hours"":""10 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 5 PM""},{""day"":""Thursday"",""hours"":""10 AM to 5 PM""},{""day"":""Friday"",""hours"":""10 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJN7OU8HvHwoARTPoV2A5j378","mental health hotline crisis helpline Palestine","Palestine","National Alliance on Mental Illness, Greater Los Angeles County (NAMI GLAC)","Mental health service","515 Flower St Suite 1963, Los Angeles, CA 90071","(213) 386-3615","https://namiglac.org/","","34.0508972","-118.2572534","https://www.google.com/maps/search/?api=1&query=National%20Alliance%20on%20Mental%20Illness%2C%20Greater%20Los%20Angeles%20County%20(NAMI%20GLAC)&query_place_id=ChIJN7OU8HvHwoARTPoV2A5j378","5","4","[]","",""
"ChIJ8zsu3uGfwoARG3YS-Osixho","mental health hotline crisis helpline Palestine","Palestine","Psyclarity Mental Health - Los Angeles","Mental health service","22450 Collins St, Woodland Hills, CA 91367","(310) 861-2575","https://psyclarityhealth.com/","","34.1743202","-118.6164708","https://www.google.com/maps/search/?api=1&query=Psyclarity%20Mental%20Health%20-%20Los%20Angeles&query_place_id=ChIJ8zsu3uGfwoARG3YS-Osixho","4.6","43","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJZYVk1okT6YARlk3nHMTIbxE","mental health hotline crisis helpline Palestine","Palestine","Suicide Helpline 24 Hours","Social services organization","123 W Gutierrez St, Santa Barbara, CA 93101","(805) 688-1905","http://www.suicide.org/","","34.4139386","-119.6959148","https://www.google.com/maps/search/?api=1&query=Suicide%20Helpline%2024%20Hours&query_place_id=ChIJZYVk1okT6YARlk3nHMTIbxE","5","1","[]","",""
"ChIJ5yyVAIvX3IARwcMSm34iH4M","mental health hotline crisis helpline Palestine","Palestine","Suicide Prevention","Social services organization","12141 S Lewis St, Garden Grove, CA 92840","(714) 639-4673","","","33.7864574","-117.8989936","https://www.google.com/maps/search/?api=1&query=Suicide%20Prevention&query_place_id=ChIJ5yyVAIvX3IARwcMSm34iH4M","2.7","6","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJEbJmS-KBwokRQa8pUOZ3TnA","mental health clinic Jordan","Jordan","Jordan Bloom Mental Performance Training","Mental health service","4250 Hempstead Tpke unit 9b, Bethpage, NY 11714","(516) 761-1487","https://mentaledgehypnosis.com/","","40.7250046","-73.4795944","https://www.google.com/maps/search/?api=1&query=Jordan%20Bloom%20Mental%20Performance%20Training&query_place_id=ChIJEbJmS-KBwokRQa8pUOZ3TnA","","","[]","",""
"ChIJ6UCEgeJlwokRsAa-NQph_tg","mental health clinic Jordan","Jordan","Sara's Haven","Mental health clinic","240-08 135th Ave, Rosedale, NY 11422","(718) 355-8500","https://sarashaven.com/","","40.671978","-73.7344347","https://www.google.com/maps/search/?api=1&query=Sara's%20Haven&query_place_id=ChIJ6UCEgeJlwokRsAa-NQph_tg","5","1","[{""day"":""Monday"",""hours"":""8 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 8 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 8 PM""},{""day"":""Thursday"",""hours"":""8 AM to 8 PM""},{""day"":""Friday"",""hours"":""8 AM to 8 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""10 AM to 2 PM""}]","",""
"ChIJ2RRuYalowokRJFaWyBQhHsc","mental health clinic Jordan","Jordan","Community Mental Health Center","Mental health service","5-21 Beach 20th St, Far Rockaway, NY 11691","(718) 869-8822","","","40.6002346","-73.7540684","https://www.google.com/maps/search/?api=1&query=Community%20Mental%20Health%20Center&query_place_id=ChIJ2RRuYalowokRJFaWyBQhHsc","2.8","10","[{""day"":""Monday"",""hours"":""8:30 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""8:30 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""8:30 AM to 5 PM""},{""day"":""Thursday"",""hours"":""8:30 AM to 7 PM""},{""day"":""Friday"",""hours"":""8:30 AM to 5 PM""},{""day"":""Saturday"",""hours"":""8:30 AM to 5 PM""},{""day"":""Sunday"",""hours"":""8:30 AM to 5 PM""}]","",""
"ChIJL0ik0WFowokRm8_k9YDXZq4","mental health clinic Jordan","Jordan","New Horizon Counseling Center","Mental health clinic","66-03 Beach Channel Dr, Arverne, NY 11692","(718) 471-8671","https://www.nhcc.us/","","40.5927328","-73.7954319","https://www.google.com/maps/search/?api=1&query=New%20Horizon%20Counseling%20Center&query_place_id=ChIJL0ik0WFowokRm8_k9YDXZq4","4.2","5","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJ54MuWqlowokRhtiDmWX7-EM","mental health clinic Jordan","Jordan","New Horizon Counseling Center","Mental health service","U720 Beach 20th St, Far Rockaway, NY 11691","(718) 327-7163","http://www.nhcc.us/","","40.6021405","-73.7531757","https://www.google.com/maps/search/?api=1&query=New%20Horizon%20Counseling%20Center&query_place_id=ChIJ54MuWqlowokRhtiDmWX7-EM","4.1","10","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJKW1pTUFowokRFSqJVZGztRc","mental health clinic Jordan","Jordan","New Horizon Counseling Center","Mental health clinic","88-02 Rockaway Beach Blvd, Rockaway Beach, NY 11693","(718) 634-3461","","","40.5875461","-73.8132969","https://www.google.com/maps/search/?api=1&query=New%20Horizon%20Counseling%20Center&query_place_id=ChIJKW1pTUFowokRFSqJVZGztRc","3.2","9","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJYyZjvVNvwokR6jhxviFUFws","mental health clinic Jordan","Jordan","Ohel Regional Family Center","Mental health service","1-56 Beach 9th St #2, Far Rockaway, NY 11691","(718) 686-3149","https://www.ohelfamily.org/","","40.5959554","-73.7437165","https://www.google.com/maps/search/?api=1&query=Ohel%20Regional%20Family%20Center&query_place_id=ChIJYyZjvVNvwokR6jhxviFUFws","3.4","5","[{""day"":""Monday"",""hours"":""8:30 AM to 10 PM""},{""day"":""Tuesday"",""hours"":""8:30 AM to 10 PM""},{""day"":""Wednesday"",""hours"":""8:30 AM to 10 PM""},{""day"":""Thursday"",""hours"":""8:30 AM to 10 PM""},{""day"":""Friday"",""hours"":""8:30 AM to 1 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""8:30 AM to 4 PM""}]","",""
"ChIJR-9llChpwokRmB-ezwLfLY8","mental health clinic Jordan","Jordan","GSInstitute Inc","Mental health service","44-19 Rockaway Beach Blvd, Far Rockaway, NY 11691","(516) 924-7907","https://gsinstituteinc.org/","","40.5934964","-73.7761552","https://www.google.com/maps/search/?api=1&query=GSInstitute%20Inc&query_place_id=ChIJR-9llChpwokRmB-ezwLfLY8","","","[{""day"":""Monday"",""hours"":""9 AM to 9 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 9 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 9 PM""},{""day"":""Thursday"",""hours"":""9 AM to 9 PM""},{""day"":""Friday"",""hours"":""9 AM to 9 PM""},{""day"":""Saturday"",""hours"":""9 AM to 3 PM""},{""day"":""Sunday"",""hours"":""9 AM to 3 PM""}]","",""
"ChIJjYIFjshgwokRRr80bAcRw28","mental health clinic Jordan","Jordan","Jamaica Hospital Medical Psychiatry's Mental Health Clinic- Outpatient Services","Psychiatrist","90-09 Van Wyck Expy, Jamaica, NY 11435","(718) 206-5575","https://jamaicahospital.org/clinical-services/psychiatry/","","40.7004574","-73.8148925","https://www.google.com/maps/search/?api=1&query=Jamaica%20Hospital%20Medical%20Psychiatry's%20Mental%20Health%20Clinic-%20Outpatient%20Services&query_place_id=ChIJjYIFjshgwokRRr80bAcRw28","2.6","19","[{""day"":""Monday"",""hours"":""7 AM to 9 PM""},{""day"":""Tuesday"",""hours"":""7 AM to 9 PM""},{""day"":""Wednesday"",""hours"":""7 AM to 9 PM""},{""day"":""Thursday"",""hours"":""7 AM to 9 PM""},{""day"":""Friday"",""hours"":""7 AM to 9 PM""},{""day"":""Saturday"",""hours"":""7 AM to 9 PM""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJOTM4yjxfwokRtUdHZcY5eVA","mental health clinic Jordan","Jordan","Mental Health Clinic Queens","Mental health clinic","68-60 Austin St ste 12, Forest Hills, NY 11375","(929) 362-5848","https://nypclinic.com/","","40.7220577","-73.8506175","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20Clinic%20Queens&query_place_id=ChIJOTM4yjxfwokRtUdHZcY5eVA","5","14","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""9 AM to 2:30 PM""},{""day"":""Sunday"",""hours"":""9 AM to 3:30 PM""}]","",""
"ChIJFQe_ziRhwokROq1OPvchtO8","mental health clinic Jordan","Jordan","Jamaica Hospital Medical Center Mental HealthClinic","Mental health clinic","90-09 Van Wyck Expy, Jamaica, NY 11435","(718) 206-5575","https://jamaicahospital.org/","","40.7005397","-73.8147478","https://www.google.com/maps/search/?api=1&query=Jamaica%20Hospital%20Medical%20Center%20Mental%20HealthClinic&query_place_id=ChIJFQe_ziRhwokROq1OPvchtO8","3","3","[{""day"":""Monday"",""hours"":""8 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 8 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 8 PM""},{""day"":""Thursday"",""hours"":""8 AM to 8 PM""},{""day"":""Friday"",""hours"":""8 AM to 8 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJfdmPn-lcwokRPMFfCBwJZ8Q","mental health clinic Jordan","Jordan","Canarsie Mental Health Clinic","Mental health clinic","1310 Rockaway Pkwy, Brooklyn, NY 11236","(917) 565-8294","","","40.6473942","-73.9051751","https://www.google.com/maps/search/?api=1&query=Canarsie%20Mental%20Health%20Clinic&query_place_id=ChIJfdmPn-lcwokRPMFfCBwJZ8Q","2.4","5","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJbdaKZsVlwokR5Wr1qFzNLiw","mental health clinic Jordan","Jordan","Valley Stream Mental Health Clinic - SOL Mental Health","Mental health service","70 E Sunrise Hwy Suite 500, Valley Stream, NY 11581","(929) 556-2421","https://www.solmentalhealth.com/","","40.6587685","-73.6971156","https://www.google.com/maps/search/?api=1&query=Valley%20Stream%20Mental%20Health%20Clinic%20-%20SOL%20Mental%20Health&query_place_id=ChIJbdaKZsVlwokR5Wr1qFzNLiw","5","2","[{""day"":""Monday"",""hours"":""8 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 8 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 8 PM""},{""day"":""Thursday"",""hours"":""8 AM to 8 PM""},{""day"":""Friday"",""hours"":""8 AM to 8 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJPy9QXMdgwokRQRwkiAY1tLA","mental health clinic Jordan","Jordan","Jamaica Hospital Medical Center Psychiatry","Mental health service","89-00 Van Wyck Expy, Jamaica, NY 11418","(718) 206-7160","https://jamaicahospital.org/clinical-services/psychiatry/","","40.7003306","-73.8163301","https://www.google.com/maps/search/?api=1&query=Jamaica%20Hospital%20Medical%20Center%20Psychiatry&query_place_id=ChIJPy9QXMdgwokRQRwkiAY1tLA","1.8","17","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJ7T-6pLpfwokRZYiv5OCfPjE","mental health clinic Jordan","Jordan","Mental Health Providers Of Western Queens, Inc.","Mental health clinic","37-08 91st St, Jackson Heights, NY 11372","(718) 706-1663","http://mhpwq.org/","","40.750328","-73.8761509","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20Providers%20Of%20Western%20Queens%2C%20Inc.&query_place_id=ChIJ7T-6pLpfwokRZYiv5OCfPjE","2.6","5","[{""day"":""Monday"",""hours"":""9 AM to 9 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 9 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 9 PM""},{""day"":""Thursday"",""hours"":""9 AM to 9 PM""},{""day"":""Friday"",""hours"":""9 AM to 9 PM""},{""day"":""Saturday"",""hours"":""9 AM to 6 PM""},{""day"":""Sunday"",""hours"":""9 AM to 9 PM""}]","",""
"ChIJX3zpvfSGj4ARxSnRVHQza3U","NGO mental health Jordan","Jordan","Westcoast Children's Clinic","Mental health clinic","3301 E 12th St, Oakland, CA 94601","(510) 269-9030","http://www.westcoastcc.org/","","37.7758442","-122.2251922","https://www.google.com/maps/search/?api=1&query=Westcoast%20Children's%20Clinic&query_place_id=ChIJX3zpvfSGj4ARxSnRVHQza3U","5","4","[{""day"":""Monday"",""hours"":""8:30 AM to 5:30 PM""},{""day"":""Tuesday"",""hours"":""8:30 AM to 5:30 PM""},{""day"":""Wednesday"",""hours"":""8:30 AM to 5:30 PM""},{""day"":""Thursday"",""hours"":""8:30 AM to 5:30 PM""},{""day"":""Friday"",""hours"":""8:30 AM to 5:30 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJNzvs_dHLRIYR6YkhB8jopvM","mental health hotline crisis helpline Jordan","Jordan","NAMI Texas","Non-profit organization","4110 Guadalupe St bldg 781 room 428, Austin, TX 78751","(512) 693-2000","http://www.namitexas.org/","","30.3060252","-97.7376258","https://www.google.com/maps/search/?api=1&query=NAMI%20Texas&query_place_id=ChIJNzvs_dHLRIYR6YkhB8jopvM","3.6","5","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJQe7MTvXJRIYRXYkAjtPUWqM","mental health hotline crisis helpline Jordan","Jordan","Austin Crisis Center","Social services organization","Austin, TX 78756","(512) 206-4062","","","30.3248241","-97.7389815","https://www.google.com/maps/search/?api=1&query=Austin%20Crisis%20Center&query_place_id=ChIJQe7MTvXJRIYRXYkAjtPUWqM","4","2","[]","",""
"ChIJA0nrtqu1RIYRatp86HMuNGU","mental health hotline crisis helpline Jordan","Jordan","Psychiatric Emergency Services","Mental health clinic","1165 Airport Blvd, Austin, TX 78702","(512) 472-4357","http://www.integralcare.org/","","30.2747082","-97.6980029","https://www.google.com/maps/search/?api=1&query=Psychiatric%20Emergency%20Services&query_place_id=ChIJA0nrtqu1RIYRatp86HMuNGU","3.5","37","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJO_dtvcG0RIYRxq2964y87zc","mental health hotline crisis helpline Jordan","Jordan","Austin Area Mental Health","Mental health service","3205 S 1st St, Austin, TX 78704","(512) 442-3366","http://www.austinmhc.org/","","30.2327532","-97.7651958","https://www.google.com/maps/search/?api=1&query=Austin%20Area%20Mental%20Health&query_place_id=ChIJO_dtvcG0RIYRxq2964y87zc","5","1","[{""day"":""Monday"",""hours"":""11:30 AM to 4:30 PM""},{""day"":""Tuesday"",""hours"":""11:30 AM to 4:30 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 4 PM""},{""day"":""Thursday"",""hours"":""9 AM to 4 PM""},{""day"":""Friday"",""hours"":""9 AM to 4 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJufzyiHW2RIYR0FAxQo-prrA","mental health hotline crisis helpline Jordan","Jordan","Integral Care’s Psychiatric Emergency Services","Mental health clinic","1165 Airport Blvd, Austin, TX 78702","(512) 472-4357","http://www.integralcare.org/","","30.2747821","-97.6979405","https://www.google.com/maps/search/?api=1&query=Integral%20Care%E2%80%99s%20Psychiatric%20Emergency%20Services&query_place_id=ChIJufzyiHW2RIYR0FAxQo-prrA","2.8","11","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJ2X_SazZLW4YR5hYkPoqLlZc","mental health hotline crisis helpline Jordan","Jordan","Texas Mental Health Services | Comprehensive Mental Health & Addiction Treatment","Mental health service","8103 Brodie Ln #1, Austin, TX 78745","(210) 405-4899","https://texasmentalhealthservices.com/?utm_campaign=gmb","","30.2021308","-97.837197","https://www.google.com/maps/search/?api=1&query=Texas%20Mental%20Health%20Services%20%7C%20Comprehensive%20Mental%20Health%20%26%20Addiction%20Treatment&query_place_id=ChIJ2X_SazZLW4YR5hYkPoqLlZc","5","14","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJO_dtvcG0RIYRW3QCIO_mDuw","mental health hotline crisis helpline Jordan","Jordan","Texas Mental Health Consumer","Mental health service","3205 S 1st St, Austin, TX 78704","(512) 442-3366","http://www.austinmhc.org/","","30.2327532","-97.7651958","https://www.google.com/maps/search/?api=1&query=Texas%20Mental%20Health%20Consumer&query_place_id=ChIJO_dtvcG0RIYRW3QCIO_mDuw","3.8","5","[]","",""
"ChIJXXYIXnvKRIYRZwF6-PTYyZ8","mental health hotline crisis helpline Jordan","Jordan","Austin State Hospital","Psychiatric hospital","4110 Guadalupe St, Austin, TX 78751","(512) 452-0381","https://www.hhs.texas.gov/services/mental-health-substance-use/state-hospitals/austin-state-hospital","","30.3097335","-97.7378387","https://www.google.com/maps/search/?api=1&query=Austin%20State%20Hospital&query_place_id=ChIJXXYIXnvKRIYRZwF6-PTYyZ8","3.7","45","[{""day"":""Monday"",""hours"":""8 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 5 PM""},{""day"":""Thursday"",""hours"":""8 AM to 5 PM""},{""day"":""Friday"",""hours"":""8 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJac74NfDAQIYR94nswYtNpU4","mental health hotline crisis helpline Jordan","Jordan","Crisis Intervention of Houston, Inc.","Mental health service","5322 W Bellfort Ave, Houston, TX 77035","(832) 416-1177","http://www.crisishotline.org/","","29.6592621","-95.4777705","https://www.google.com/maps/search/?api=1&query=Crisis%20Intervention%20of%20Houston%2C%20Inc.&query_place_id=ChIJac74NfDAQIYR94nswYtNpU4","1.4","10","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""12 AM to 11:59 PM""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJs1OB8GzLRIYRqTB4sfYes2Y","mental health hotline crisis helpline Jordan","Jordan","Mental Health Austin","Mental health service","4131 Spicewood Springs Rd Building N, Suite 3, Austin, TX 78759","(512) 402-6800","http://www.mentalhealthaustin.com/","","30.3698908","-97.7553154","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20Austin&query_place_id=ChIJs1OB8GzLRIYRqTB4sfYes2Y","5","3","[{""day"":""Monday"",""hours"":""9 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 9 PM""},{""day"":""Wednesday"",""hours"":""Closed""},{""day"":""Thursday"",""hours"":""Closed""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
