id,name,country,type,description,phone,email,website,address,google_maps_url,lat,lng,services,languages,session_type,pricing,stakeholders,hours,verified,date_added,_flag_reason
"palestine-palestine-regional-medical-center","Palestine Regional Medical Center","Palestine","Hospital","","(903) 731-1000","","https://www.palestineregional.com/","2900 TX-256 Loop, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Palestine%20Regional%20Medical%20Center&query_place_id=ChIJO_sjh4pkSIYRQkwssFM9mCk","31.7325793","-95.6273111","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-access","Access","Palestine","Clinic","","(903) 723-6136","","http://www.accessmhmr.org/","3320 TX-256 Loop, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Access&query_place_id=ChIJtRS5oHxkSIYR7tOKtVSifrA","31.7366196","-95.6357538","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-psychiatric-center-at-trinity","Psychiatric Center At Trinity","Palestine","Hospital","","(817) 336-4638","","http://www.palestineregional.com/","2900 TX-256 Loop, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Psychiatric%20Center%20At%20Trinity&query_place_id=ChIJO_sjh4pkSIYR9u37RBZmjk8","31.7325094","-95.6271991","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-school-based-behavior-consultation","School-Based Behavior Consultation","Palestine","Clinic","","(888) 877-7222","","http://www.sbbcaba.com/","7375 US-52, New Palestine, IN 46163","https://www.google.com/maps/search/?api=1&query=School-Based%20Behavior%20Consultation&query_place_id=ChIJ2z4Xhw02TasRvhOqsCtKf8Y","39.7310859","-85.9395127","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4 PM},{day:Tuesday,hours:8 AM to 4 PM},{day:Wednesday,hours:8 AM to 4 PM},{day:Thursday,hours:8 AM to 4 PM},{day:Friday,hours:8 AM to 4 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-dragonfly-family-counseling","Dragonfly Family Counseling","Palestine","Clinic","","(317) 210-2570","","http://www.dragonflyfamilycounseling.com/","16 E Main St, New Palestine, IN 46163","https://www.google.com/maps/search/?api=1&query=Dragonfly%20Family%20Counseling&query_place_id=ChIJr3tjMJQ5a4gRtRcQ1jhfL7o","39.7211227","-85.8887959","","ar","Unknown","Unknown","","{day:Monday,hours:10 AM to 2 PM},{day:Tuesday,hours:9 AM to 4 PM},{day:Wednesday,hours:9 AM to 4 PM},{day:Thursday,hours:10 AM to 4 PM},{day:Friday,hours:10 AM to 2 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-taraja-family-counseling","Taraja Family Counseling","Palestine","Clinic","","(317) 641-4852","","http://www.tarajafamilycounseling.com/","16 E Main St, New Palestine, IN 46163","https://www.google.com/maps/search/?api=1&query=Taraja%20Family%20Counseling&query_place_id=ChIJzca52iPREGkR7OytgfLEPOY","39.7211227","-85.8887959","","ar","Unknown","Unknown","","{day:Monday,hours:10 AM to 6 PM},{day:Tuesday,hours:10 AM to 6 PM},{day:Wednesday,hours:10 AM to 1 PM},{day:Thursday,hours:10 AM to 6 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-amy-l-moser-aprn-cnp","Amy L Moser, APRN-CNP","Palestine","Clinic","","(330) 426-9484","","https://www.mercy.com/find-a-doctor/physicians/amy-l-moser/755133","132 N Market St, East Palestine, OH 44413","https://www.google.com/maps/search/?api=1&query=Amy%20L%20Moser%2C%20APRN-CNP&query_place_id=ChIJla5jXt4LNIgR0gW4iydVu1Y","40.8343754","-80.5396346","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4:30 PM},{day:Tuesday,hours:8 AM to 4:30 PM},{day:Wednesday,hours:8 AM to 4:30 PM},{day:Thursday,hours:8 AM to 4:30 PM},{day:Friday,hours:8 AM to 4:30 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-kristin-s-bagley-md","Kristin S. Bagley, MD","Palestine","Clinic","","(317) 861-4171","","https://www.hancockregionalhospital.org/doctor/kristin-bagley-md/?loc=1310&from=#doctor-listing","7375 US-52 #403, New Palestine, IN 46163","https://www.google.com/maps/search/?api=1&query=Kristin%20S.%20Bagley%2C%20MD&query_place_id=ChIJMRihd_FHa4gRcArASILZSjc","39.7259734","-85.9159121","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-lenape-valley-foundation-central-bucks-crisis-cent","Lenape Valley Foundation Central Bucks Crisis Center","Palestine","Helpline","","(215) 345-2273","","http://www.lenapevf.org/","595 W State St, Doylestown, PA 18901","https://www.google.com/maps/search/?api=1&query=Lenape%20Valley%20Foundation%20Central%20Bucks%20Crisis%20Center&query_place_id=ChIJMxdjagSoxokRSvK3lQ9yPEA","40.3114103","-75.1471005","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-coral-gables-counseling-center","Coral Gables Counseling Center","Palestine","Clinic","","(305) 445-0477","","https://www.coralgablescounseling.com/","2600 Douglas Rd # 1003, Coral Gables, FL 33134","https://www.google.com/maps/search/?api=1&query=Coral%20Gables%20Counseling%20Center&query_place_id=ChIJRbO9Q5q32YgReyp3fZ8MKJ4","25.7477553","-80.2547271","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 6 PM},{day:Tuesday,hours:9 AM to 6 PM},{day:Wednesday,hours:9 AM to 6 PM},{day:Thursday,hours:9 AM to 6 PM},{day:Friday,hours:9 AM to 6 PM},{day:Saturday,hours:9 AM to 1 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-the-center-for-psychological-counseling-services-i","The Center for Psychological Counseling Services, Inc.","Palestine","Clinic","","(954) 894-1174","","http://cpcshollywood.com/","5124 Hollywood Blvd, Hollywood, FL 33021","https://www.google.com/maps/search/?api=1&query=The%20Center%20for%20Psychological%20Counseling%20Services%2C%20Inc.&query_place_id=ChIJRzMIZFyp2YgRalGpx7OlrUE","26.0100637","-80.1955057","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 8 PM},{day:Tuesday,hours:9 AM to 8 PM},{day:Wednesday,hours:9 AM to 8 PM},{day:Thursday,hours:9 AM to 8 PM},{day:Friday,hours:9 AM to 8 PM},{day:Saturday,hours:9 AM to 8 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-psychological-services-center","Psychological Services Center","Palestine","Clinic","","(305) 284-4265","","http://www.psy.miami.edu/psc/","5665 Ponce de Leon Flipse Building, Second Floor, 5665 Ponce de Leon Blvd, Coral Gables, FL 33146","https://www.google.com/maps/search/?api=1&query=Psychological%20Services%20Center&query_place_id=ChIJexfF5_7H2YgRMFpJwl8cEYA","25.7126931","-80.2810435","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 8 PM},{day:Tuesday,hours:9 AM to 8 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 3 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-alliance-for-psychological-services","Alliance for Psychological Services","Palestine","Clinic","","(305) 251-3464","","","11430 N Kendall Dr Suite 308, Miami, FL 33176","https://www.google.com/maps/search/?api=1&query=Alliance%20for%20Psychological%20Services&query_place_id=ChIJ3zGTHZPG2YgRvMJ5T3vNoeg","25.6850233","-80.3817839","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 6 PM},{day:Wednesday,hours:9 AM to 6 PM},{day:Thursday,hours:9 AM to 6 PM},{day:Friday,hours:9 AM to 4 PM},{day:Saturday,hours:9 AM to 12 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-inspire-mental-health-services","Inspire Mental Health Services","Palestine","Clinic","","(561) 677-4353","","http://inspirementalhealthservicesllc.godaddysites.com/","210 Jupiter Lakes Blvd Building 3000 Suite 201, Jupiter, FL 33458","https://www.google.com/maps/search/?api=1&query=Inspire%20Mental%20Health%20Services&query_place_id=ChIJ7Q5cMXkp34gRMOVcGK_i564","26.9208844","-80.0972852","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-cypress-roots-counseling","Cypress Roots Counseling","Palestine","Clinic","","(903) 300-2705","","https://cypressrootscounseling.com/","800 N Mallard St, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Cypress%20Roots%20Counseling&query_place_id=ChIJk75OSD1lSIYRgXAkTnNuwL8","31.7670625","-95.6270215","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:9 AM to 3 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-counseling-testing-associates","Counseling & Testing Associates","Palestine","Clinic","","(903) 723-3449","","","126 E Palestine Ave, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Counseling%20%26%20Testing%20Associates&query_place_id=ChIJRcYKcRtkSIYRJNN-GOxJc_o","31.770834","-95.6318838","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Palestine"
"iraq-ashworth-high-secure-hospital","Ashworth High Secure Hospital","Iraq","Hospital","","+44 151 473 0303","","https://www.merseycare.nhs.uk/ashworth-hospital","Parkbourn, Liverpool L31 1HW, United Kingdom","https://www.google.com/maps/search/?api=1&query=Ashworth%20High%20Secure%20Hospital&query_place_id=ChIJ1XsK9K4ie0gRonsXj_bGkjw","53.5194542","-2.91282","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-south-birmingham-urgent-treatment-centre","South Birmingham Urgent Treatment Centre","Iraq","Clinic","","+44 121 415 2095","","http://www.nhs.uk/Services/gp/Overview/DefaultView.aspx?id=35667","Katie Road Selly Oak, 15 Katie Rd, Selly Oak, Birmingham B29 6JG, United Kingdom","https://www.google.com/maps/search/?api=1&query=South%20Birmingham%20Urgent%20Treatment%20Centre&query_place_id=ChIJheS99tC9cEgROhptg8F57GY","52.4384159","-1.9383707","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 8 PM},{day:Tuesday,hours:8 AM to 8 PM},{day:Wednesday,hours:8 AM to 8 PM},{day:Thursday,hours:8 AM to 8 PM},{day:Friday,hours:8 AM to 8 PM},{day:Saturday,hours:8 AM to 8 PM},{day:Sunday,hours:8 AM to 8 PM}","FALSE","2026-04-17","coords_outside_Iraq"
"palestine-cherokee-county-crisis-center","Cherokee County Crisis Center","Palestine","Helpline","","(903) 723-5858","","http://www.mycrisiscenter.com/","313 W Debard St, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Cherokee%20County%20Crisis%20Center&query_place_id=ChIJef57RhBkSIYR4hhs2AH_lXI","31.7643817","-95.6344169","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4 PM},{day:Tuesday,hours:8 AM to 4 PM},{day:Wednesday,hours:8 AM to 4 PM},{day:Thursday,hours:8 AM to 4 PM},{day:Friday,hours:8 AM to 4 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-amaly","AMALY","Palestine","Clinic","","","","http://amaly.org/","","https://www.google.com/maps/search/?api=1&query=AMALY&query_place_id=ChIJ5Vnn6_RV2YAR7kUARwmF7TQ","37.2695056","-119.306607","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 8 PM},{day:Tuesday,hours:9 AM to 8 PM},{day:Wednesday,hours:9 AM to 8 PM},{day:Thursday,hours:9 AM to 8 PM},{day:Friday,hours:9 AM to 6 PM},{day:Saturday,hours:9 AM to 3 PM},{day:Sunday,hours:9 AM to 12 PM}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-sure-helpline-crisis-center","Sure Helpline Crisis Center","Palestine","Helpline","","(760) 352-7878","","http://surehelpline.org/","654 Main St, El Centro, CA 92243","https://www.google.com/maps/search/?api=1&query=Sure%20Helpline%20Crisis%20Center&query_place_id=ChIJdWUBWcJm14ARbK-htCiAA-w","32.7930177","-115.5581395","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-los-angeles-county-department-of-mental-health-pre","Los Angeles County Department of Mental Health: Prevention and Early Intervention Program","Palestine","Clinic","","(213) 680-6300","","http://dmh.lacounty.gov/","224 E 6th St, Los Angeles, CA 90014","https://www.google.com/maps/search/?api=1&query=Los%20Angeles%20County%20Department%20of%20Mental%20Health%3A%20Prevention%20and%20Early%20Intervention%20Program&query_place_id=ChIJLT4KtjXGwoARNGncDYmt7Cs","34.0440558","-118.2483502","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 5 PM},{day:Tuesday,hours:8 AM to 5 PM},{day:Wednesday,hours:8 AM to 5 PM},{day:Thursday,hours:8 AM to 5 PM},{day:Friday,hours:8 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-mental-health-america-of-los-angeles-integrated-se","Mental Health America of Los Angeles - Integrated Service Center","Palestine","Clinic","","(562) 437-6717","","http://www.mhala.org/","1955 Long Beach Blvd, Long Beach, CA 90806","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20America%20of%20Los%20Angeles%20-%20Integrated%20Service%20Center&query_place_id=ChIJ409-OD8x3YAR400JRjx5EXY","33.7929207","-118.1896401","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-la-serenity-springs-helpline-mental-health-behavio","LA Serenity Springs Helpline - Mental Health & Behavioral Treatment Specialists","Palestine","Helpline","","(424) 359-1222","","http://laserenity.space/","6611 Orange St, Los Angeles, CA 90048","https://www.google.com/maps/search/?api=1&query=LA%20Serenity%20Springs%20Helpline%20-%20Mental%20Health%20%26%20Behavioral%20Treatment%20Specialists&query_place_id=ChIJLxmxBsi5woARaVZ_TWobII4","34.0654486","-118.3717249","","ar","Unknown","Unknown","","{day:Monday,hours:6 AM to 5 PM},{day:Tuesday,hours:6 AM to 5 PM},{day:Wednesday,hours:6 AM to 5 PM},{day:Thursday,hours:6 AM to 5 PM},{day:Friday,hours:6 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-didi-hirsch-suicide-prevention-center","Didi Hirsch Suicide Prevention Center","Palestine","Clinic","","(424) 362-2900","","http://www.didihirsch.org/","10277 W Olympic Blvd, Los Angeles, CA 90067","https://www.google.com/maps/search/?api=1&query=Didi%20Hirsch%20Suicide%20Prevention%20Center&query_place_id=ChIJjwT5fhO7woARWd6z42fZ8Gk","34.0531802","-118.4166597","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 5 PM},{day:Tuesday,hours:8 AM to 5 PM},{day:Wednesday,hours:8 AM to 5 PM},{day:Thursday,hours:8 AM to 5 PM},{day:Friday,hours:8 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-coalition-of-mental-health-professionals","Coalition of Mental Health Professionals","Palestine","NGO","","(323) 777-3120","","https://locator.lacounty.gov/lac/Location/3178685/coalition-of-mental-health-professionals-inc","9219 S Broadway, Los Angeles, CA 90003","https://www.google.com/maps/search/?api=1&query=Coalition%20of%20Mental%20Health%20Professionals&query_place_id=ChIJ56wBbuvJwoAR9E7R12HJbUk","33.9517818","-118.278001","","ar","Unknown","Unknown","","{day:Monday,hours:10 AM to 7 PM},{day:Tuesday,hours:10 AM to 7 PM},{day:Wednesday,hours:10 AM to 7 PM},{day:Thursday,hours:10 AM to 7 PM},{day:Friday,hours:10 AM to 7 PM},{day:Saturday,hours:10 AM to 1 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-la-serenity-springs-helpline-mental-health-behavio-7tt","LA Serenity Springs Helpline - Mental Health & Behavioral Treatment Specialists","Palestine","Helpline","","(424) 359-1222","","http://laserenity.website/","1918 Riverside Dr #B, Los Angeles, CA 90039","https://www.google.com/maps/search/?api=1&query=LA%20Serenity%20Springs%20Helpline%20-%20Mental%20Health%20%26%20Behavioral%20Treatment%20Specialists&query_place_id=ChIJtZTFkH3HwoARNd1Y1HywvZk","34.097385","-118.247195","","ar","Unknown","Unknown","","{day:Monday,hours:6 AM to 5 PM},{day:Tuesday,hours:6 AM to 5 PM},{day:Wednesday,hours:6 AM to 5 PM},{day:Thursday,hours:6 AM to 5 PM},{day:Friday,hours:6 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-heal-palestine-inc","Heal Palestine, Inc","Palestine","NGO","","","","https://www.healpalestine.org/","","https://www.google.com/maps/search/?api=1&query=Heal%20Palestine%2C%20Inc&query_place_id=ChIJXw6lPFD0gqERNKEVIlFe3YQ","46.423669","-129.9427086","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-arc-human-services","Arc Human Services","Palestine","Clinic","","(724) 745-3010","","http://www.archumanservices.org/","111 W Pike St, Canonsburg, PA 15317","https://www.google.com/maps/search/?api=1&query=Arc%20Human%20Services&query_place_id=ChIJOVReJkBTNIgRqBQ8fUMIHOM","40.2582751","-80.1889457","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4 PM},{day:Tuesday,hours:8 AM to 4 PM},{day:Wednesday,hours:8 AM to 4 PM},{day:Thursday,hours:8 AM to 4 PM},{day:Friday,hours:8 AM to 4 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-arab-american-association-of-new-york","Arab American Association of New York","Palestine","NGO","","(718) 745-3523","","http://www.arabamericanny.org/","6803 5th Ave, Brooklyn, NY 11220","https://www.google.com/maps/search/?api=1&query=Arab%20American%20Association%20of%20New%20York&query_place_id=ChIJ2X3VgFBFwokR87KLzFXkEbw","40.6339397","-74.0205946","","ar","Unknown","Unknown","","{day:Monday,hours:10 AM to 5 PM},{day:Tuesday,hours:10 AM to 5 PM},{day:Wednesday,hours:10 AM to 5 PM},{day:Thursday,hours:10 AM to 5 PM},{day:Friday,hours:10 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-national-alliance-on-mental-illness-greater-los-an","National Alliance on Mental Illness, Greater Los Angeles County (NAMI GLAC)","Palestine","Clinic","","(213) 386-3615","","https://namiglac.org/","515 Flower St Suite 1963, Los Angeles, CA 90071","https://www.google.com/maps/search/?api=1&query=National%20Alliance%20on%20Mental%20Illness%2C%20Greater%20Los%20Angeles%20County%20(NAMI%20GLAC)&query_place_id=ChIJN7OU8HvHwoARTPoV2A5j378","34.0508972","-118.2572534","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-psyclarity-mental-health-los-angeles","Psyclarity Mental Health - Los Angeles","Palestine","Clinic","","(310) 861-2575","","https://psyclarityhealth.com/","22450 Collins St, Woodland Hills, CA 91367","https://www.google.com/maps/search/?api=1&query=Psyclarity%20Mental%20Health%20-%20Los%20Angeles&query_place_id=ChIJ8zsu3uGfwoARG3YS-Osixho","34.1743202","-118.6164708","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-suicide-helpline-24-hours","Suicide Helpline 24 Hours","Palestine","Helpline","","(805) 688-1905","","http://www.suicide.org/","123 W Gutierrez St, Santa Barbara, CA 93101","https://www.google.com/maps/search/?api=1&query=Suicide%20Helpline%2024%20Hours&query_place_id=ChIJZYVk1okT6YARlk3nHMTIbxE","34.4139386","-119.6959148","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-suicide-prevention","Suicide Prevention","Palestine","Clinic","","(714) 639-4673","","","12141 S Lewis St, Garden Grove, CA 92840","https://www.google.com/maps/search/?api=1&query=Suicide%20Prevention&query_place_id=ChIJ5yyVAIvX3IARwcMSm34iH4M","33.7864574","-117.8989936","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Palestine"
"jordan-jordan-bloom-mental-performance-training","Jordan Bloom Mental Performance Training","Jordan","Clinic","","(516) 761-1487","","https://mentaledgehypnosis.com/","4250 Hempstead Tpke unit 9b, Bethpage, NY 11714","https://www.google.com/maps/search/?api=1&query=Jordan%20Bloom%20Mental%20Performance%20Training&query_place_id=ChIJEbJmS-KBwokRQa8pUOZ3TnA","40.7250046","-73.4795944","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Jordan"
"jordan-sara-s-haven","Sara's Haven","Jordan","Clinic","","(718) 355-8500","","https://sarashaven.com/","240-08 135th Ave, Rosedale, NY 11422","https://www.google.com/maps/search/?api=1&query=Sara's%20Haven&query_place_id=ChIJ6UCEgeJlwokRsAa-NQph_tg","40.671978","-73.7344347","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 8 PM},{day:Tuesday,hours:8 AM to 8 PM},{day:Wednesday,hours:8 AM to 8 PM},{day:Thursday,hours:8 AM to 8 PM},{day:Friday,hours:8 AM to 8 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:10 AM to 2 PM}","FALSE","2026-04-17","coords_outside_Jordan"
"jordan-community-mental-health-center","Community Mental Health Center","Jordan","PHCC","","(718) 869-8822","","","5-21 Beach 20th St, Far Rockaway, NY 11691","https://www.google.com/maps/search/?api=1&query=Community%20Mental%20Health%20Center&query_place_id=ChIJ2RRuYalowokRJFaWyBQhHsc","40.6002346","-73.7540684","","ar","Unknown","Unknown","","{day:Monday,hours:8:30 AM to 5 PM},{day:Tuesday,hours:8:30 AM to 7 PM},{day:Wednesday,hours:8:30 AM to 5 PM},{day:Thursday,hours:8:30 AM to 7 PM},{day:Friday,hours:8:30 AM to 5 PM},{day:Saturday,hours:8:30 AM to 5 PM},{day:Sunday,hours:8:30 AM to 5 PM}","FALSE","2026-04-17","coords_outside_Jordan"
"jordan-new-horizon-counseling-center","New Horizon Counseling Center","Jordan","Clinic","","(718) 471-8671","","https://www.nhcc.us/","66-03 Beach Channel Dr, Arverne, NY 11692","https://www.google.com/maps/search/?api=1&query=New%20Horizon%20Counseling%20Center&query_place_id=ChIJL0ik0WFowokRm8_k9YDXZq4","40.5927328","-73.7954319","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Jordan"
"jordan-new-horizon-counseling-center-yhb","New Horizon Counseling Center","Jordan","Clinic","","(718) 327-7163","","http://www.nhcc.us/","U720 Beach 20th St, Far Rockaway, NY 11691","https://www.google.com/maps/search/?api=1&query=New%20Horizon%20Counseling%20Center&query_place_id=ChIJ54MuWqlowokRhtiDmWX7-EM","40.6021405","-73.7531757","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Jordan"
"jordan-new-horizon-counseling-center-7dd","New Horizon Counseling Center","Jordan","Clinic","","(718) 634-3461","","","88-02 Rockaway Beach Blvd, Rockaway Beach, NY 11693","https://www.google.com/maps/search/?api=1&query=New%20Horizon%20Counseling%20Center&query_place_id=ChIJKW1pTUFowokRFSqJVZGztRc","40.5875461","-73.8132969","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Jordan"
